,0,1,2,3,4
0,"[(256540, 1), (4571260, 1), (9205948, 1), (3507730, 1), (12699538, 1)]",0.424623256437,0.42508367094,0.474784548044,0.447897697292
1,"[(7790332, 75), (18911644, 75), (7303916, 75), (7953548, 75), (9824876, 75)]",0.347165687908,0.331496503856,0.432428313774,0.38014316727
2,"[(8362396, 65), (17971132, 65), (7192210, 65), (7327954, 65), (8811442, 65)]",0.432667036166,0.418414180626,0.49313943611,0.480537749889
3,"[(6946780, 78), (15867100, 78), (5384108, 78), (1590346, 78), (1638826, 78)]",0.364933637836,0.375229435016,0.472056379928,0.386637945123
4,"[(4387036, 97), (14315740, 97), (9431986, 97), (9577426, 97), (10799122, 97)]",0.552280992812,0.448923532537,0.582258657555,0.577020100857
5,"[(5909308, 10), (3982834, 10), (9015058, 10), (10188274, 10), (6663980, 10)]",0.45829670949,0.445116898083,0.510940792823,0.509679244647
6,"[(16419772, 82), (14561170, 82), (11618636, 82), (17012440, 82), (2269470, 82)]",0.519885318524,0.433333514933,0.5519900382,0.550993804615
7,"[(7260082, 19), (8549650, 19), (2264824, 19), (4979704, 19), (8925976, 19)]",0.349645163331,0.299790839242,0.407829899719,0.356703499868
8,"[(5783260, 22), (8055154, 22), (3309164, 22), (12723980, 22), (8140600, 22)]",0.577588361634,0.57195929316,0.62405684343,0.619690690225
9,"[(4852444, 63), (15663484, 63), (15876796, 63), (1956370, 63), (13300690, 63)]",0.401441971959,0.391586512594,0.47398357937,0.460347301879
10,"[(5337244, 74), (14567836, 74), (15101116, 74), (18814684, 74), (20181820, 74)]",0.575663785556,0.561486535133,0.622139922546,0.619643250122
11,"[(4677916, 58), (8391484, 58), (12909820, 58), (13947292, 58), (14354524, 58)]",0.723230026753,0.659203265576,0.726616614308,0.726127377883
12,"[(3178066, 84), (20126674, 84), (15470776, 84), (19562488, 84), (1028382, 84)]",0.392768283189,0.356437095023,0.441162882273,0.360762771822
13,"[(8100604, 21), (7638226, 21), (15075058, 21), (19380082, 21), (1302092, 21)]",0.64912388485,0.519637952747,0.658553218259,0.658030911256
14,"[(1187356, 47), (5779422, 47), (16037790, 47), (8351286, 47), (10450470, 47)]",0.58762227895,0.549220857828,0.625988793223,0.618314143598
15,"[(3087772, 55), (13106770, 55), (17954770, 55), (14837708, 55), (8470264, 55)]",0.517003787252,0.450943299962,0.545708311943,0.544582065391
16,"[(2179378, 92), (13484914, 92), (4647212, 92), (15341900, 92), (8421784, 92)]",0.479649019131,0.450689121981,0.538182151398,0.494215536083
17,"[(1138876, 37), (3630748, 37), (4231900, 37), (3934354, 37), (4390066, 37)]",0.47645189337,0.459639370633,0.541204132368,0.528374650415
18,"[(1846684, 90), (3553180, 90), (10902748, 90), (11494204, 90), (16303420, 90)]",0.549829064774,0.499682600947,0.564655374295,0.559381228547
19,"[(3029596, 59), (7741852, 59), (8110300, 59), (13995772, 59), (3061714, 59)]",0.30929329307,0.307184914623,0.384819327261,0.232080875325
