,0,1,2,3,4
0,"[(14664796, 4), (1051612, 45), (5220892, 70)]",0.329677796748,0.390292100641,0.494417063322,0.37586277729
1,"[(5492380, 98), (9845884, 99), (14140, 39)]",0.408614676861,0.511527230988,0.58881203488,0.396418523919
2,"[(72316, 79), (6946780, 78), (947986, 26)]",0.379337614923,0.361818329056,0.476630166018,0.434093342219
3,"[(12765592, 83), (4677916, 58), (10311292, 86)]",0.547040223914,0.472795510201,0.56175818016,0.556268486502
4,"[(4978492, 87), (1827292, 48), (3216850, 14)]",0.357449929473,0.35470595879,0.421951695256,0.336955428857
5,"[(17156668, 12), (11404314, 49), (9845884, 99)]",0.325562003648,0.323137032751,0.38125670281,0.105473539109
6,"[(947986, 26), (4852444, 63), (14580562, 54)]",0.579854811934,0.501713559946,0.617448485413,0.61537480301
7,"[(4978492, 87), (14819932, 67), (13304730, 20)]",0.437518036901,0.382719511787,0.481947935882,0.442297085315
8,"[(14829628, 85), (2719324, 16), (2179378, 92)]",0.377406467997,0.44124931202,0.500317657822,0.379535973398
9,"[(15033244, 33), (1294012, 95), (1604284, 71)]",0.37044401057,0.329410951155,0.432758520517,0.357002428295
10,"[(2179378, 92), (1827292, 48), (3216850, 14)]",0.413989758002,0.424142770532,0.493042247056,0.374328990396
11,"[(1167964, 18), (14548444, 40), (15778220, 57)]",0.355608247597,0.378151262353,0.423713693911,0.34778569304
12,"[(2253916, 73), (947986, 26), (14664796, 4)]",0.340133560517,0.355638892243,0.421266119806,0.354080574178
13,"[(3194428, 24), (3078076, 15), (6277756, 93)]",0.256820696761,0.26434038785,0.3498915378,0.0958940608435
14,"[(13782460, 36), (1144734, 38), (4648828, 62)]",0.294596158043,0.258084092614,0.377010600438,0.0992785756713
15,"[(3465916, 80), (10311292, 86), (14580562, 54)]",0.543086940328,0.492089167899,0.610173801052,0.60562436309
16,"[(8362396, 65), (3194428, 24), (4648828, 62)]",0.384639052043,0.329021427454,0.454249309231,0.2395678653
17,"[(13976380, 76), (2777500, 69), (7298058, 72)]",0.331820166035,0.288480077639,0.385601153029,0.165655608973
18,"[(3638828, 66), (3078076, 15), (1846684, 90)]",0.345198431035,0.345733518952,0.416171078033,0.379192420488
19,"[(15091420, 60), (17623894, 81), (1167964, 18)]",0.380213498904,0.382236992569,0.443220385339,0.378562718557
