,0,1,2,3,4
0,"[(4677916, 58), (947986, 26), (2373298, 88), (5220892, 70), (5773564, 8), (3638828, 66), (19530572, 25)]",0.245881014324,0.248485131158,0.34009675959,0.229727327044
1,"[(17623894, 81), (2777500, 69), (1187356, 47), (7266748, 50), (14664796, 4), (9390172, 11), (15033244, 33)]",0.253437004845,0.245406215858,0.315054423233,0.223184652691
2,"[(14140, 39), (11606314, 51), (14548444, 40), (3178066, 84), (19530572, 25), (17156668, 12), (2874460, 77)]",0.181828816568,0.17882679398,0.307526855675,0.0561190971415
3,"[(947986, 26), (4377340, 35), (14819932, 67), (3178066, 84), (11085356, 89), (5337244, 74), (334108, 31)]",0.134731261638,0.149517560362,0.31735938826,0.141263732788
4,"[(343804, 34), (3216850, 14), (5388754, 6), (13304730, 20), (9681052, 96), (2835676, 46), (12612274, 5)]",0.252098964143,0.21410223595,0.376921809093,0.249035393312
5,"[(13976380, 76), (11606314, 51), (3194428, 24), (8362396, 65), (14664796, 4), (14548444, 40), (17517642, 2)]",0.200551970206,0.208677151667,0.357295973578,0.076950094474
6,"[(1604284, 71), (3669532, 29), (13637020, 27), (7201906, 68), (3194428, 24), (17156668, 12), (12765592, 83)]",0.156546272047,0.112948886812,0.342463918355,0.101014336449
7,"[(10311292, 86), (12765592, 83), (4978492, 87), (9845884, 99), (3194428, 24), (1439452, 17), (1187356, 47)]",0.249398765202,0.159151972688,0.366898239812,0.212031949515
8,"[(9681052, 96), (3194428, 24), (15778220, 57), (72316, 79), (1439452, 17), (1097668, 32), (6946780, 78)]",0.196893874714,0.251467398579,0.382692586542,0.259154683224
9,"[(10059196, 7), (6946780, 78), (256540, 1), (3178066, 84), (14664796, 4), (15778220, 57), (10543996, 56)]",0.219727559954,0.195946430523,0.325777386466,0.190368192187
10,"[(2874460, 77), (4377340, 35), (49086, 64), (19357660, 43), (1439452, 17), (4677916, 58), (6277756, 93)]",0.150871183322,0.190481803033,0.302652594856,0.181374085797
11,"[(15778220, 57), (1497628, 9), (1097668, 32), (9390172, 11), (13976380, 76), (8362396, 65), (14829628, 85)]",0.220804478549,0.200585047296,0.286448613382,0.18857201521
12,"[(17623894, 81), (16419772, 82), (3194428, 24), (1051612, 45), (12765592, 83), (7298058, 72), (1604284, 71)]",0.205462859031,0.144924501045,0.298974867645,0.0806605100857
13,"[(3638828, 66), (13304730, 20), (9845884, 99), (2835676, 46), (2719324, 16), (9826492, 30), (13688530, 53)]",0.156458106768,0.114147066635,0.234415907721,0.071490941193
14,"[(10311292, 86), (3194428, 24), (3087772, 55), (3669532, 29), (7201906, 68), (15091420, 60), (19530572, 25)]",0.202181015938,0.186339223321,0.325688814535,0.2037328695
15,"[(13637020, 27), (17623894, 81), (11404314, 49), (3669532, 29), (4377340, 35), (2179378, 92), (10311292, 86)]",0.209922222944,0.201772016631,0.331374190152,0.171966132072
16,"[(9390172, 11), (19530572, 25), (5492380, 98), (11404314, 49), (4387036, 97), (8362396, 65), (5783260, 22)]",0.161612701023,0.170983159329,0.289083079218,0.123577143752
17,"[(10311292, 86), (2835676, 46), (6946780, 78), (12765592, 83), (2719324, 16), (1497628, 9), (9681052, 96)]",0.268712243739,0.243947431562,0.385643439462,0.302635597323
18,"[(1167964, 18), (1294012, 95), (5385724, 52), (11404314, 49), (3795580, 23), (14819932, 67), (7298058, 72)]",0.204693377124,0.175087912054,0.35040283375,0.181323785841
19,"[(5220892, 70), (2874460, 77), (15033244, 33), (1846684, 90), (5492380, 98), (19357660, 43), (17517642, 2)]",0.134855162499,0.15251286558,0.254478963318,0.121534289435
